suite,job_id,dataset,model_group,method,method_detail,model,prompt_offset,prompt_count,isl,osl,batch_sizes,logs_dir,breakdown_json,tracker_file,label,name,queue_state,acct_state,exit_code,elapsed,node,nodes,reason,runtime
swe,2124140,verified,qwen235b,eagle3_k11,eagle3_k11,Qwen/Qwen3-235B-A22B,0,16,4096,32768,16,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs16_eagle3_offset0_n16_isl4096_osl32768_bs16_k11_20260614_temp1rl,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs16_eagle3_offset0_n16_isl4096_osl32768_bs16_k11_20260614_temp1rl/breakdown.json,latest_lyris_qwen235b_standalone_temp1rl_swe_drafter_k9_k11_20260614_jobs.csv,verified_osl32k_qwen235b_eagle3_k11,coreai_dlalgo_llm-specdec.eagle3-qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs16,,COMPLETED,0:0,01:54:53,lyris0150,,,
swe,2124141,verified,qwen235b,eagle3_k11,eagle3_k11,Qwen/Qwen3-235B-A22B,0,32,4096,32768,32,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs32_eagle3_offset0_n32_isl4096_osl32768_bs32_k11_20260614_temp1rl,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs32_eagle3_offset0_n32_isl4096_osl32768_bs32_k11_20260614_temp1rl/breakdown.json,latest_lyris_qwen235b_standalone_temp1rl_swe_drafter_k9_k11_20260614_jobs.csv,verified_osl32k_qwen235b_eagle3_k11,coreai_dlalgo_llm-specdec.eagle3-qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs32,,COMPLETED,0:0,02:06:54,lyris0151,,,
swe,2124127,verified,qwen235b,eagle3_k9,eagle3_k9,Qwen/Qwen3-235B-A22B,0,2,4096,32768,2,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs2_eagle3_offset0_n2_isl4096_osl32768_bs2_k9_20260614_temp1rl,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs2_eagle3_offset0_n2_isl4096_osl32768_bs2_k9_20260614_temp1rl/breakdown.json,latest_lyris_qwen235b_standalone_temp1rl_swe_drafter_k9_k11_20260614_jobs.csv,verified_osl32k_qwen235b_eagle3_k9,coreai_dlalgo_llm-specdec.eagle3-qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs2,,COMPLETED,0:0,01:25:08,lyris0205,,,
swe,2124128,verified,qwen235b,eagle3_k9,eagle3_k9,Qwen/Qwen3-235B-A22B,0,4,4096,32768,4,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs4_eagle3_offset0_n4_isl4096_osl32768_bs4_k9_20260614_temp1rl,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs4_eagle3_offset0_n4_isl4096_osl32768_bs4_k9_20260614_temp1rl/breakdown.json,latest_lyris_qwen235b_standalone_temp1rl_swe_drafter_k9_k11_20260614_jobs.csv,verified_osl32k_qwen235b_eagle3_k9,coreai_dlalgo_llm-specdec.eagle3-qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs4,,COMPLETED,0:0,01:42:41,lyris0206,,,
swe,2124129,verified,qwen235b,eagle3_k9,eagle3_k9,Qwen/Qwen3-235B-A22B,0,8,4096,32768,8,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs8_eagle3_offset0_n8_isl4096_osl32768_bs8_k9_20260614_temp1rl,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs8_eagle3_offset0_n8_isl4096_osl32768_bs8_k9_20260614_temp1rl/breakdown.json,latest_lyris_qwen235b_standalone_temp1rl_swe_drafter_k9_k11_20260614_jobs.csv,verified_osl32k_qwen235b_eagle3_k9,coreai_dlalgo_llm-specdec.eagle3-qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs8,,COMPLETED,0:0,01:59:28,lyris0207,,,
swe,2124130,verified,qwen235b,eagle3_k9,eagle3_k9,Qwen/Qwen3-235B-A22B,0,16,4096,32768,16,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs16_eagle3_offset0_n16_isl4096_osl32768_bs16_k9_20260614_temp1rl,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs16_eagle3_offset0_n16_isl4096_osl32768_bs16_k9_20260614_temp1rl/breakdown.json,latest_lyris_qwen235b_standalone_temp1rl_swe_drafter_k9_k11_20260614_jobs.csv,verified_osl32k_qwen235b_eagle3_k9,coreai_dlalgo_llm-specdec.eagle3-qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs16,,COMPLETED,0:0,02:04:02,lyris0208,,,
swe,2124131,verified,qwen235b,eagle3_k9,eagle3_k9,Qwen/Qwen3-235B-A22B,0,32,4096,32768,32,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs32_eagle3_offset0_n32_isl4096_osl32768_bs32_k9_20260614_temp1rl,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs32_eagle3_offset0_n32_isl4096_osl32768_bs32_k9_20260614_temp1rl/breakdown.json,latest_lyris_qwen235b_standalone_temp1rl_swe_drafter_k9_k11_20260614_jobs.csv,verified_osl32k_qwen235b_eagle3_k9,coreai_dlalgo_llm-specdec.eagle3-qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs32,,COMPLETED,0:0,02:04:31,lyris0209,,,
swe,2124114,verified,qwen235b,pard2_k11,pard2_k11,Qwen/Qwen3-235B-A22B,0,2,4096,32768,2,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs2_pard2_offset0_n2_isl4096_osl32768_bs2_k11_20260614_temp1rl,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs2_pard2_offset0_n2_isl4096_osl32768_bs2_k11_20260614_temp1rl/breakdown.json,latest_lyris_qwen235b_standalone_temp1rl_swe_drafter_k9_k11_20260614_jobs.csv,verified_osl32k_qwen235b_pard2_k11,coreai_dlalgo_llm-specdec.pard2-qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs2,,COMPLETED,0:0,02:35:48,lyris0246,,,
swe,2124115,verified,qwen235b,pard2_k11,pard2_k11,Qwen/Qwen3-235B-A22B,0,4,4096,32768,4,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs4_pard2_offset0_n4_isl4096_osl32768_bs4_k11_20260614_temp1rl,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs4_pard2_offset0_n4_isl4096_osl32768_bs4_k11_20260614_temp1rl/breakdown.json,latest_lyris_qwen235b_standalone_temp1rl_swe_drafter_k9_k11_20260614_jobs.csv,verified_osl32k_qwen235b_pard2_k11,coreai_dlalgo_llm-specdec.pard2-qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs4,,COMPLETED,0:0,02:41:45,lyris0247,,,
swe,2124116,verified,qwen235b,pard2_k11,pard2_k11,Qwen/Qwen3-235B-A22B,0,8,4096,32768,8,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs8_pard2_offset0_n8_isl4096_osl32768_bs8_k11_20260614_temp1rl,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs8_pard2_offset0_n8_isl4096_osl32768_bs8_k11_20260614_temp1rl/breakdown.json,latest_lyris_qwen235b_standalone_temp1rl_swe_drafter_k9_k11_20260614_jobs.csv,verified_osl32k_qwen235b_pard2_k11,coreai_dlalgo_llm-specdec.pard2-qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs8,,COMPLETED,0:0,02:44:42,lyris0248,,,
swe,2124117,verified,qwen235b,pard2_k11,pard2_k11,Qwen/Qwen3-235B-A22B,0,16,4096,32768,16,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs16_pard2_offset0_n16_isl4096_osl32768_bs16_k11_20260614_temp1rl,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs16_pard2_offset0_n16_isl4096_osl32768_bs16_k11_20260614_temp1rl/breakdown.json,latest_lyris_qwen235b_standalone_temp1rl_swe_drafter_k9_k11_20260614_jobs.csv,verified_osl32k_qwen235b_pard2_k11,coreai_dlalgo_llm-specdec.pard2-qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs16,,COMPLETED,0:0,02:48:08,lyris0249,,,
swe,2124118,verified,qwen235b,pard2_k11,pard2_k11,Qwen/Qwen3-235B-A22B,0,32,4096,32768,32,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs32_pard2_offset0_n32_isl4096_osl32768_bs32_k11_20260614_temp1rl,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs32_pard2_offset0_n32_isl4096_osl32768_bs32_k11_20260614_temp1rl/breakdown.json,latest_lyris_qwen235b_standalone_temp1rl_swe_drafter_k9_k11_20260614_jobs.csv,verified_osl32k_qwen235b_pard2_k11,coreai_dlalgo_llm-specdec.pard2-qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs32,,COMPLETED,0:0,03:01:55,lyris0250,,,
swe,2124104,verified,qwen235b,pard2_k9,pard2_k9,Qwen/Qwen3-235B-A22B,0,2,4096,32768,2,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs2_pard2_offset0_n2_isl4096_osl32768_bs2_k9_20260614_temp1rl,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs2_pard2_offset0_n2_isl4096_osl32768_bs2_k9_20260614_temp1rl/breakdown.json,latest_lyris_qwen235b_standalone_temp1rl_swe_drafter_k9_k11_20260614_jobs.csv,verified_osl32k_qwen235b_pard2_k9,coreai_dlalgo_llm-specdec.pard2-qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs2,,COMPLETED,0:0,02:36:24,lyris0238,,,
swe,2124105,verified,qwen235b,pard2_k9,pard2_k9,Qwen/Qwen3-235B-A22B,0,4,4096,32768,4,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs4_pard2_offset0_n4_isl4096_osl32768_bs4_k9_20260614_temp1rl,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs4_pard2_offset0_n4_isl4096_osl32768_bs4_k9_20260614_temp1rl/breakdown.json,latest_lyris_qwen235b_standalone_temp1rl_swe_drafter_k9_k11_20260614_jobs.csv,verified_osl32k_qwen235b_pard2_k9,coreai_dlalgo_llm-specdec.pard2-qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs4,,COMPLETED,0:0,02:36:16,lyris0243,,,
swe,2124106,verified,qwen235b,pard2_k9,pard2_k9,Qwen/Qwen3-235B-A22B,0,8,4096,32768,8,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs8_pard2_offset0_n8_isl4096_osl32768_bs8_k9_20260614_temp1rl,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs8_pard2_offset0_n8_isl4096_osl32768_bs8_k9_20260614_temp1rl/breakdown.json,latest_lyris_qwen235b_standalone_temp1rl_swe_drafter_k9_k11_20260614_jobs.csv,verified_osl32k_qwen235b_pard2_k9,coreai_dlalgo_llm-specdec.pard2-qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs8,,COMPLETED,0:0,02:44:04,lyris0230,,,
swe,2124107,verified,qwen235b,pard2_k9,pard2_k9,Qwen/Qwen3-235B-A22B,0,16,4096,32768,16,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs16_pard2_offset0_n16_isl4096_osl32768_bs16_k9_20260614_temp1rl,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs16_pard2_offset0_n16_isl4096_osl32768_bs16_k9_20260614_temp1rl/breakdown.json,latest_lyris_qwen235b_standalone_temp1rl_swe_drafter_k9_k11_20260614_jobs.csv,verified_osl32k_qwen235b_pard2_k9,coreai_dlalgo_llm-specdec.pard2-qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs16,,COMPLETED,0:0,02:50:23,lyris0239,,,
swe,2124108,verified,qwen235b,pard2_k9,pard2_k9,Qwen/Qwen3-235B-A22B,0,32,4096,32768,32,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs32_pard2_offset0_n32_isl4096_osl32768_bs32_k9_20260614_temp1rl,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs32_pard2_offset0_n32_isl4096_osl32768_bs32_k9_20260614_temp1rl/breakdown.json,latest_lyris_qwen235b_standalone_temp1rl_swe_drafter_k9_k11_20260614_jobs.csv,verified_osl32k_qwen235b_pard2_k9,coreai_dlalgo_llm-specdec.pard2-qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs32,,COMPLETED,0:0,03:03:58,lyris0288,,,
swe,2124090,verified,qwen235b,pard_k11,pard_k11,Qwen/Qwen3-235B-A22B,0,2,4096,32768,2,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs2_pard_offset0_n2_isl4096_osl32768_bs2_k11_20260614_temp1rl,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs2_pard_offset0_n2_isl4096_osl32768_bs2_k11_20260614_temp1rl/breakdown.json,latest_lyris_qwen235b_standalone_temp1rl_swe_drafter_k9_k11_20260614_jobs.csv,verified_osl32k_qwen235b_pard_k11,coreai_dlalgo_llm-specdec.pard-qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs2,,COMPLETED,0:0,02:06:51,lyris0222,,,
swe,2124091,verified,qwen235b,pard_k11,pard_k11,Qwen/Qwen3-235B-A22B,0,4,4096,32768,4,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs4_pard_offset0_n4_isl4096_osl32768_bs4_k11_20260614_temp1rl,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs4_pard_offset0_n4_isl4096_osl32768_bs4_k11_20260614_temp1rl/breakdown.json,latest_lyris_qwen235b_standalone_temp1rl_swe_drafter_k9_k11_20260614_jobs.csv,verified_osl32k_qwen235b_pard_k11,coreai_dlalgo_llm-specdec.pard-qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs4,,COMPLETED,0:0,02:13:11,lyris0224,,,
swe,2124092,verified,qwen235b,pard_k11,pard_k11,Qwen/Qwen3-235B-A22B,0,8,4096,32768,8,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs8_pard_offset0_n8_isl4096_osl32768_bs8_k11_20260614_temp1rl,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs8_pard_offset0_n8_isl4096_osl32768_bs8_k11_20260614_temp1rl/breakdown.json,latest_lyris_qwen235b_standalone_temp1rl_swe_drafter_k9_k11_20260614_jobs.csv,verified_osl32k_qwen235b_pard_k11,coreai_dlalgo_llm-specdec.pard-qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs8,,COMPLETED,0:0,02:24:56,lyris0225,,,
swe,2124094,verified,qwen235b,pard_k11,pard_k11,Qwen/Qwen3-235B-A22B,0,16,4096,32768,16,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs16_pard_offset0_n16_isl4096_osl32768_bs16_k11_20260614_temp1rl,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs16_pard_offset0_n16_isl4096_osl32768_bs16_k11_20260614_temp1rl/breakdown.json,latest_lyris_qwen235b_standalone_temp1rl_swe_drafter_k9_k11_20260614_jobs.csv,verified_osl32k_qwen235b_pard_k11,coreai_dlalgo_llm-specdec.pard-qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs16,,COMPLETED,0:0,02:37:13,lyris0226,,,
swe,2124097,verified,qwen235b,pard_k11,pard_k11,Qwen/Qwen3-235B-A22B,0,32,4096,32768,32,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs32_pard_offset0_n32_isl4096_osl32768_bs32_k11_20260614_temp1rl,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs32_pard_offset0_n32_isl4096_osl32768_bs32_k11_20260614_temp1rl/breakdown.json,latest_lyris_qwen235b_standalone_temp1rl_swe_drafter_k9_k11_20260614_jobs.csv,verified_osl32k_qwen235b_pard_k11,coreai_dlalgo_llm-specdec.pard-qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs32,,COMPLETED,0:0,02:48:00,lyris0227,,,
swe,2124076,verified,qwen235b,pard_k9,pard_k9,Qwen/Qwen3-235B-A22B,0,2,4096,32768,2,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs2_pard_offset0_n2_isl4096_osl32768_bs2_k9_20260614_temp1rl,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs2_pard_offset0_n2_isl4096_osl32768_bs2_k9_20260614_temp1rl/breakdown.json,latest_lyris_qwen235b_standalone_temp1rl_swe_drafter_k9_k11_20260614_jobs.csv,verified_osl32k_qwen235b_pard_k9,coreai_dlalgo_llm-specdec.pard-qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs2,,COMPLETED,0:0,02:02:47,lyris0254,,,
swe,2124077,verified,qwen235b,pard_k9,pard_k9,Qwen/Qwen3-235B-A22B,0,4,4096,32768,4,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs4_pard_offset0_n4_isl4096_osl32768_bs4_k9_20260614_temp1rl,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs4_pard_offset0_n4_isl4096_osl32768_bs4_k9_20260614_temp1rl/breakdown.json,latest_lyris_qwen235b_standalone_temp1rl_swe_drafter_k9_k11_20260614_jobs.csv,verified_osl32k_qwen235b_pard_k9,coreai_dlalgo_llm-specdec.pard-qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs4,,COMPLETED,0:0,02:21:44,lyris0265,,,
swe,2124078,verified,qwen235b,pard_k9,pard_k9,Qwen/Qwen3-235B-A22B,0,8,4096,32768,8,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs8_pard_offset0_n8_isl4096_osl32768_bs8_k9_20260614_temp1rl,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs8_pard_offset0_n8_isl4096_osl32768_bs8_k9_20260614_temp1rl/breakdown.json,latest_lyris_qwen235b_standalone_temp1rl_swe_drafter_k9_k11_20260614_jobs.csv,verified_osl32k_qwen235b_pard_k9,coreai_dlalgo_llm-specdec.pard-qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs8,,COMPLETED,0:0,02:24:57,lyris0266,,,
swe,2124079,verified,qwen235b,pard_k9,pard_k9,Qwen/Qwen3-235B-A22B,0,16,4096,32768,16,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs16_pard_offset0_n16_isl4096_osl32768_bs16_k9_20260614_temp1rl,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs16_pard_offset0_n16_isl4096_osl32768_bs16_k9_20260614_temp1rl/breakdown.json,latest_lyris_qwen235b_standalone_temp1rl_swe_drafter_k9_k11_20260614_jobs.csv,verified_osl32k_qwen235b_pard_k9,coreai_dlalgo_llm-specdec.pard-qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs16,,COMPLETED,0:0,02:27:31,lyris0267,,,
swe,2124082,verified,qwen235b,pard_k9,pard_k9,Qwen/Qwen3-235B-A22B,0,32,4096,32768,32,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs32_pard_offset0_n32_isl4096_osl32768_bs32_k9_20260614_temp1rl,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs32_pard_offset0_n32_isl4096_osl32768_bs32_k9_20260614_temp1rl/breakdown.json,latest_lyris_qwen235b_standalone_temp1rl_swe_drafter_k9_k11_20260614_jobs.csv,verified_osl32k_qwen235b_pard_k9,coreai_dlalgo_llm-specdec.pard-qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs32,,COMPLETED,0:0,02:51:59,lyris0268,,,
swe,2124066,verified,qwen235b,suffix_k16,suffix_k16,Qwen/Qwen3-235B-A22B,0,2,4096,32768,2,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs2_suffix_offset0_n2_isl4096_osl32768_bs2_k16_arctic_20260614_temp1rl,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs2_suffix_offset0_n2_isl4096_osl32768_bs2_k16_arctic_20260614_temp1rl/breakdown.json,latest_lyris_qwen235b_standalone_temp1rl_swe_suffix_k8_k16_20260614_jobs.csv,verified_osl32k_qwen235b_suffix_k16,coreai_dlalgo_llm-specdec.suffix-qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs2,,COMPLETED,0:0,01:12:35,lyris0127,,,
swe,2124067,verified,qwen235b,suffix_k16,suffix_k16,Qwen/Qwen3-235B-A22B,0,4,4096,32768,4,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs4_suffix_offset0_n4_isl4096_osl32768_bs4_k16_arctic_20260614_temp1rl,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs4_suffix_offset0_n4_isl4096_osl32768_bs4_k16_arctic_20260614_temp1rl/breakdown.json,latest_lyris_qwen235b_standalone_temp1rl_swe_suffix_k8_k16_20260614_jobs.csv,verified_osl32k_qwen235b_suffix_k16,coreai_dlalgo_llm-specdec.suffix-qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs4,,COMPLETED,0:0,01:12:26,lyris0037,,,
